brand,sku,asin,model,category_l1,category_l2,product_name,latest_fob,nlc,dp,mrp,bau_deal_sp,bau_sp_mop,gross_margin,gross_margin_pct,net_margin,net_margin_pct,total_stock,soh,am_soh,am_intransit
Nexlev,FBA79373,B0D2P5TGWK,ET-01-BK_NE,HPC,Oral Care,ET-01-BK_NE Nexlev Smart Smile Electric Toothbrush Black,2.25,294.1858844047059,249.31,1199,299.0,316.94,4.08,1.36,-204.62,-68.43,619,528,163,50
Nexlev,FBA79374,B0D2P7WLJB,ET-02-GN_NE,HPC,Oral Care,ET-02-GN_NE Nexlev Smart Smile Electric Toothbrush Green,2.25,294.072546390353,249.21,1199,299.0,316.94,4.18,1.4,-238.41,-79.74,106,41,82,0
Nexlev,FBA79262,B0CYSMBCB8,SC-02,Home & Kitchen,Cleaning & Vacumming,Steam Cleaner-Shine,10.3,1376.098740986824,1166.19,6999,2399.0,2595.94,866.87,36.13,-125.94,-5.25,54,53,0,0
Nexlev,FBA79263,B0CYSLCRQS,MR-01,Home & Kitchen,Cleaning & Vacumming,Smart Care Mite Remover (Nexlev Dust Mite UV),8.4,1043.966580466765,984.72,5499,2999.0,3125.94,1556.81,51.91,386.58,12.89,3435,48,592,480
Nexlev,FBA79265,B0D2LHNS9B,CR-01,HPC,Skin Care,Smooth Sole Callus Remover,4.48,532.2458977941177,451.06,1999,999.0,698.54,395.55,39.6,-131.63,-13.18,404,203,238,20
Nexlev,FBA79266,B0D2LGR3GG,T-01,HPC,Trimmers & Body Groomers,Velvet Vibe Multi-Trimmer,3.96,515.9893311698823,437.28,1499,1999.0,1058.94,1256.79,62.87,385.87,19.3,27,9,0,0
Nexlev,FBA79267,B0D2LD6BYJ,T-02,HPC,Trimmers & Body Groomers,Velvet Vibe Plus Multi-Trimmer,4.65,605.2201951552942,512.9,1899,1059.0,1164.94,384.56,36.31,-181.57,-17.15,1074,906,80,20
Nexlev,FBA79268,B0D383WQPB,GS-05,Home & Kitchen,Fabric Care,Nexlev Smart Care Travel Steamer - Nomad,7.5,986.0083948418823,835.6,3999,1999.0,1906.94,858.47,42.94,81.87,4.1,453,95,241,0
Nexlev,FBA79271,B0D83Q7L8W,V-01,HPC,Hair Care,Nexlev Volumizer,5.5,727.868396556,616.84,3499,1399.0,1323.94,568.76,40.65,-156.09,-11.16,576,461,173,24
Nexlev,FBK79271,B0DQ8W1RBV,V-01 Rose Gold,HPC,Hair Care,Nexlev Volumizer,5.0,662.8817921357646,561.76,3499,1499.0,1588.94,708.57,47.27,-49.57,-3.31,365,206,60,6
Nexlev,FBA79272,B0D2LFMY48,HS-01,HPC,Hair Care,Hair Straightner - Black,2.87,377.0089397491765,319.5,1299,799.0,804.54,357.62,44.76,-44.18,-5.53,432,333,49,0
Nexlev,FBA79273,B0D2LKB4BJ,HS-02,HPC,Hair Care,Hair Straightner - Purple,2.96,388.0184501138823,328.83,1499,799.0,837.4,348.29,43.59,-54.39,-6.81,105,87,30,0
Nexlev,FBA79453,B0D2LFMY48,HS-01_NE,Home & Kitchen,Hair Care,Nexlev Hair Straightener - Black New,2.87,377.0089397491765,319.5,1299,799.0,0.0,357.62,44.76,-4.23,-0.53,432,333,49,0
Nexlev,FBA79454,B0D2LKB4BJ,HS-02_NE,Home & Kitchen,Hair Care,Nexlev Hair Straightener - Purple New,2.96,388.0184501138823,328.83,1499,799.0,0.0,348.29,43.59,-14.44,-1.81,105,87,30,0
Nexlev,FBA79276,B0D2LJSQXZ,SM-01,Home & Kitchen,Cleaning & Vacumming,Steam Mop,17.5,2356.124327593412,1996.72,8999,3799.0,4026.94,1222.78,32.19,-313.43,-8.25,326,129,149,20
Nexlev,FBA79277,B0D672NXC8,SC-03,Home & Kitchen,Cleaning & Vacumming,Steam Cleaner-Heavy Duty,29.04,3991.942051902,3383.0,11999,7199.0,7418.94,2717.85,37.75,-285.0,-3.96,18,10,40,30
Nexlev,FBA79279,B0D8445KJN,LR-01,Home & Kitchen,Fabric Care,Nexlev Lint Remover - Mini,3.4,443.9562895312941,376.23,1899,899.0,910.54,385.63,42.9,-9.08,-1.01,301,77,115,0
Nexlev,FBA79280,B0D845B2DG,LR-02,Home & Kitchen,Fabric Care,Nexlev Lint Remover ,6.8,888.8646458202353,753.28,2999,1499.0,1588.94,517.06,34.49,-109.26,-7.29,864,659,200,0
Nexlev,FBA79278,B0D86ZC9YT,HD-01,HPC,Hair Care,Nexlev Hair Dryer,5.85,768.3564682503529,651.15,2499,1499.0,1323.94,619.19,41.31,-147.39,-9.83,1251,1064,72,0
Nexlev,FBA79332,B0D63FKYZ5,HM-01,HPC,Hair Care,Scalp Massager,4.1,489.4298656263529,414.77,2099,999.0,1058.94,536.66,53.72,-11.1,-1.11,207,43,16,0
Nexlev,FBA79333,B0D63DTKQB,HM-02,HPC,Hair Care,Scalp Massager Pro,6.0,713.2138369411765,604.42,2699,1499.0,1588.94,823.2,54.92,4.08,0.27,29,21,0,0
Nexlev,FBA79346,B0D25LNDSY,ETC-04-WH,HPC,Oral Care,Electric Toothbrush - C Type - White-Sparkle Pro,3.09,404.1756601411765,342.52,1499,799.0,846.94,334.6,41.88,-74.37,-9.31,1119,965,57,0
Nexlev,FBA79347,B0D842173P,ETC-05-PI,HPC,Oral Care,Electric Toothbrush - C Type - Pink-Sparkle Pro,3.15,412.1703686541176,349.3,1499,799.0,804.54,327.82,41.03,-81.79,-10.24,190,180,18,0
Nexlev,FBA79349,B0D9KDQCCM,SW-01,Home & Kitchen,Fabric Care,Portable Sewing Machine,3.46,415.6081769752941,352.21,1299,999.0,1058.94,599.22,59.98,178.25,17.84,372,7,270,0
Nexlev,FBA79348,B0D81DLSFT,HD-02,HPC,Hair Care,Nexlev Hair Dryer 1500W - Women,3.5,461.394376884,391.01,1999,999.0,889.34,455.6,45.61,-43.95,-4.4,712,605,122,0
Nexlev,FBA79350,B0D67727VG,EA-01,HPC,Hair Care,Electric Oil Applicator,6.0,709.0588431529411,600.9,2999,1099.0,1164.94,445.77,40.56,-122.09,-11.11,632,245,236,0
Nexlev,FBA79352,B0D637B562,WF-02-BL,Home & Kitchen,Pet Supplies,Nexlev Pet Water Fountain 2L,4.7,561.6879530112,476.01,2999,1199.0,1323.94,540.09,45.05,-108.48,-9.05,48,48,0,0
Nexlev,FBA79381,B0D9KCNVNM,ETR-06,HPC,Oral Care,Oscillating Electric Toothbrush Sparkle Plus,5.16,671.4046721054117,568.99,1699,1249.0,1270.94,489.49,39.19,-130.11,-10.42,86,59,36,0
Nexlev,FBA79404,B0D9KFZYG8,FS-01,HPC,Skin Care,Nexlev Face Steamer,6.65,888.6326424247059,753.08,3399,1699.0,1853.94,686.75,40.42,-161.98,-9.53,1572,1254,113,0
Nexlev,FBA79405,B0D9KFP4MG,HSB-03,HPC,Hair Care,Nexlev Hair Straightener Brush,6.72,878.3125268611764,744.33,3499,1949.0,2012.94,907.36,46.56,-41.27,-2.12,1746,1530,78,0
Nexlev,FBA79406,B0DCK3N2JJ,HSB-04,HPC,Hair Care,Nexlev Hair Straightener Brush - Portable,8.0,1039.810120212706,881.2,3699,2699.0,2542.94,1406.09,52.1,173.79,6.44,1072,43,77,5
Nexlev,FBA79439,B0DCK7ZH5P,MR-02,Home & Kitchen,Cleaning & Vacumming,Nexlev Cordless Mite Remover ,10.45,1280.077881641471,1084.81,6599,3399.0,3602.94,1795.7,52.83,525.58,15.46,2223,17,242,0
Nexlev,FBA79440,B0DCGHKRXX,LE-02,HPC,Skin Care,NEXLEV LED Light Therapy Comb,5.3,632.990503872,536.43,2999,1999.0,2118.94,1157.64,57.91,227.38,11.37,1285,1122,158,0
Nexlev,FBA79443,B0D9KFQG8Q,LE-03,HPC,Skin Care,NEXLEV Light Therapy Skin Scrubber,8.7,1007.409733632,853.74,3399,1699.0,1800.94,586.09,34.5,-216.14,-12.72,189,85,69,0
Nexlev,FBA79452,B0DCGHVN81,VC-01,Home & Kitchen,Cleaning & Vacumming,Nexlev Stick Vacuum Cleaner,8.6,1075.244194191176,911.22,3999,209.0,2171.94,-734.11,-351.25,-1111.69,-531.91,1529,998,268,174
Nexlev,FBA79451,B0D9KCKY9F,SS-01,Home & Kitchen,Cleaning & Vacumming,Nexlev Spin Scrubber,10.0,1324.366579495059,1122.34,4999,2599.0,0.0,1080.2,41.56,67.53,2.6,84,83,0,0
Nexlev,FBA79463,B0DCK56Q85,VC-02,Home & Kitchen,Cleaning & Vacumming,Nexlev Portable vacuum cleaner - Duster Pro,10.2,1224.479997825882,1037.69,5499,2499.0,2648.94,1080.1,43.22,103.93,4.16,730,668,56,0
Nexlev,FBA79464,B0DFCDKMWR,CM-01-BL,HPC,Electric Massagers,Nexlev Cramp Massager Blue,4.7,559.7018914934117,474.32,2499,1499.0,1323.94,953.3,63.6,251.38,16.77,43,31,6,0
Nexlev,FBA79472,B0DFCDZWND,CM-02-PR,HPC,Electric Massagers,Nexlev Cramp Massager Purple,4.7,559.7018914934117,474.32,2499,1399.0,1482.94,858.06,61.33,193.65,13.84,1528,1386,127,60
Nexlev,FBA79466,B0DFM4JZV9,TI-01,Home & Kitchen,Car Accessories,Corded Tyre Inflator With Touch Control and Carry Pouch,10.7,1249.9684028352,1059.3,4199,999.0,2436.94,-212.69,-21.29,-809.31,-81.01,96,88,7,0
Nexlev,FBA79467,B0DK9LYT4P,TM-01,HPC,Trimmers & Body Groomers,Beard Boss Men Beard Trimmer,3.7,482.405187726,408.82,1499,1199.0,837.4,607.28,50.65,27.05,2.26,180,123,68,0
Nexlev,FBA79699,B0DTYDTKN8,SPM-01,Home & Kitchen,Cleaning & Vacumming,Nexlev Spin Mop ,21.0,2762.011436717647,2340.69,7499,3699.0,4238.94,794.06,21.47,-957.54,-25.89,5,0,10,0
Nexlev,FBA79469,B0DCK4DR1B,LE-04,HPC,Skin Care,Nexlev Skin Lift Device,5.0,593.7632574437647,503.19,2499,1529.0,1557.14,792.57,51.84,-30.04,-1.96,576,535,34,0
Nexlev,FBA79473,B0DJFH6RTL,TI-02,Home & Kitchen,Car Accessories,Nexlev Corded Tyre Inflator ,7.0,818.559830016,693.69,2799,1699.0,1588.94,746.14,43.92,-75.98,-4.47,834,729,16,0
Nexlev,FBA79474,B0DJFH4K8B,TIC-03,Home & Kitchen,Car Accessories,Nexlev Cordeless Tyre Inflator 4000mAh,7.0,813.471473664,689.38,3699,1949.0,2065.94,962.31,49.37,48.1,2.47,45,16,4,0
Nexlev,FBA79475,B0DJFJZMC6,TIC-04,Home & Kitchen,Car Accessories,Nexlev Cordeless Tyre Inflator 6000mAh,12.0,1391.8283136,1179.52,4699,1999.0,2436.94,514.55,25.74,-464.42,-23.23,29,29,1,0
Nexlev,FBA79480,B0DDC3GVZW,VC-03,Home & Kitchen,Cleaning & Vacumming,Nexlev Car Vacuum Cleaner with safety feature,6.57,784.0850119417061,664.48,3999,1999.0,2118.94,1029.59,51.51,270.15,13.51,904,795,38,0
Nexlev,FBA79481,B0DFMRG2K4,TM-02,HPC,Trimmers & Body Groomers,NexLev Multi-Trimmer for Men,10.0,1301.729149793647,1103.16,3999,1999.0,2330.94,590.91,29.56,-392.85,-19.65,298,285,1,0
Nexlev,FBA79484,B0DNJF1BLS,CF-01,Home & Kitchen,Kitchen Appliances,Nexlev Drip Coffee Maker,5.2,715.7238826870589,606.55,2699,1399.0,1588.94,579.05,41.39,-75.93,-5.43,48,47,5,0
Nexlev,FBA79483,B0DK9NRBWJ,TM-03,HPC,Trimmers & Body Groomers,"Nexlev Intimate Body Trimmer With Charging Base, Display and Light",4.55,593.9335702588235,503.33,1999,1999.0,1270.94,1190.73,59.57,263.6,13.19,876,808,46,0
Nexlev,FBA79485,B0DK9QNKK8,TM-04,HPC,Trimmers & Body Groomers,Nexlev Intimate Body Trimmer and Nose Trimmer,3.04,396.9780903275294,336.42,1599,1199.0,1270.94,679.68,56.69,106.28,8.86,33,24,10,0
Nexlev,FBA79488,B0DFCG2VGS,KE-01,Home & Kitchen,Kitchen Appliances,Nexlev Multi-Purpose Food Kettle 1.8L,7.25,983.1173151779999,833.15,2799,1999.0,1800.94,860.92,43.07,13.55,0.68,363,93,206,6
Nexlev,FBA79489,B0DFD123P5,KE-02,Home & Kitchen,Kitchen Appliances,Nexlev Multi-Purpose Food Kettle 1.5L,7.25,979.8619625174118,830.39,2799,2099.0,1588.94,948.42,45.18,72.82,3.47,47,18,13,12
Nexlev,FBA79492,B0DT6Y7KJM,V-02,HPC,Hair Care,Nexlev Volumizer Straightener,8.32,1094.099631179294,927.2,3699,2299.0,2118.94,1021.1,44.42,-79.54,-3.46,718,694,33,0
Nexlev,FBA79493,B0DQCWRG3H,V-03,HPC,Hair Care,Nexlev Volumizer Dryer,6.48,853.0487662870589,722.92,3399,2049.0,2118.94,1013.52,49.46,28.41,1.39,1937,1231,340,0
Nexlev,FBA79567,B0DNJS23HS,SC-04,Home & Kitchen,Cleaning & Vacumming,Nexlev 10 in 1 Steam Cleaner,20.0,2694.41164836,2283.4,10299,5999.0,6358.94,2800.5,46.68,386.09,6.44,3646,0,604,304
Nexlev,FBA79566,B0DKJSCLBD,VC-05,Home & Kitchen,Cleaning & Vacumming,Nexlev Portable Vacuum Cleaner and Blower,8.83,1062.74395224,900.63,4499,2299.0,2436.94,1047.67,45.57,72.47,3.15,680,645,41,0
Nexlev,FBA79565,B0DKJZDY72,VC-04,Home & Kitchen,Cleaning & Vacumming,Nexlev Portable Vacuum Cleaner and Blower,9.35,1111.527628907294,941.97,4499,2499.0,2648.94,1175.82,47.05,171.72,6.87,434,407,17,0
Nexlev,FBA79570,B0DKJXRXKM,BR-01,HPC,Skin Care,Nexlev Black Head Remover,4.5,535.5270253821177,453.84,2799,1799.0,1641.94,1070.74,59.52,270.26,15.02,1019,16,21,10
Nexlev,FBA79573,B0DKK15YNJ,EA-02,HPC,Hair Care,Nexlev Oil Applicator Comb,8.4,996.4635911830588,844.46,3999,2499.0,2754.94,1535.54,61.45,415.69,16.63,1074,21,63,0
Nexlev,FBA79589,B0DNJP9T35,SS-02,Home & Kitchen,Cleaning & Vacumming,Nexlev Spin Scrubber - mini,9.0,1188.722739255882,1007.39,4999,1699.0,2224.94,432.44,25.45,-406.32,-23.92,489,469,0,0
Nexlev,FBA79590,B0DM6BB3VT,CFM-01,HPC,Electric Massagers,NexLev Calf Massager,8.2,990.3467358084704,839.28,3999,2999.0,2966.94,2016.91,67.25,682.05,22.74,2031,12,76,0
Nexlev,FBA79591,B0DM66B2DW,KM-01,HPC,Electric Massagers,NexLev Knee Massager,8.65,1038.277948792765,879.9,3399,1499.0,1535.94,547.72,36.54,-248.47,-16.58,67,66,0,0
Nexlev,FBA79595,B0DMSHZXG2,EM-02,HPC,Electric Massagers,NexLev Eye Massager - Pro,12.0,1421.140347207529,1204.36,6299,2599.0,1868.78,1270.88,48.9,98.56,3.79,9,9,0,0
Nexlev,FBA79596,B0DMT19RWC,MG-01,HPC,Electric Massagers,NexLev Massage Gun,7.8,941.3024705788233,797.71,3199,1799.0,1864.54,915.62,50.9,18.68,1.04,179,144,39,0
Nexlev,FBA79598,B0DNJJKBKG,BM-02,HPC,Electric Massagers,NexLev Back and Shoulder Massager,7.82,969.1737972352942,979.33,3399,2599.0,1949.34,1495.9,57.56,270.74,10.42,249,249,17,0
Nexlev,FBA79652,B0F43P6D23,SC-05,Home & Kitchen,Cleaning & Vacumming,Steam Cleaner-Shine Pro,10.8,1442.751538447059,1222.67,5499,3149.0,3125.94,1445.97,45.92,234.09,7.43,7539,3,961,900
Nexlev,FBA79679,B0DVC7VJP1,ST-01,Home & Kitchen,Kitchen Appliances,Stand Mixer,25.5,3422.031243928941,2900.03,10999,5999.0,6358.94,2183.87,36.4,-303.05,-5.05,1059,2,166,96
Nexlev,FBA79673,B0FJG5PFGQ,ETC-07-WH,HPC,Oral Care,Electric Toothbrush - Type C- White,2.84,370.7116072824705,314.16,1199,799.0,677.34,362.96,45.43,-43.34,-5.42,2651,2589,59,20
Nexlev,FBA79677,B0DVCBR11D,NP-06,Home & Kitchen,Travel Accessories,NexLev Donut Pillow - Blue,3.6,500.364286875,424.04,1899,999.0,931.74,527.39,52.79,44.7,4.47,196,147,35,20
Nexlev,FBA79678,B0DVCDD5VC,NP-07,Home & Kitchen,Travel Accessories,NexLev Donut Pillow - Grey,3.6,500.6295333225,424.26,1899,999.0,930.68,527.17,52.77,-5.54,-0.55,265,238,24,10
Nexlev,FBA79683,B0DVC9PRSD,AP-01,Home & Kitchen,Air Purifier,Air Purifier - 5 Speed,85.0,10157.5494254592,8608.09,29999,16990.0,15147.4,5790.21,34.08,-1025.05,-6.03,48,44,28,0
Nexlev,FBA79681,B0DVC968P1,HU-01,Home & Kitchen,Air Purifier,Humidifier - Black,6.0,828.1827976785884,701.85,3599,1999.0,2224.94,992.22,49.64,97.28,4.87,74,73,1,0
Nexlev,FBA79682,B0DVC8NYY2,HU-02,Home & Kitchen,Air Purifier,Humidifier - White,6.0,817.0415588329412,692.41,2899,1799.0,2171.94,832.17,46.26,1.12,0.06,791,536,243,18
Nexlev,FBA79686,B0DV94R4QD,MGS-02,HPC,Electric Massagers,Massage Gun - Mini,3.61,435.150557856,368.77,1999,899.0,876.62,487.42,54.22,-9.99,-1.11,9,0,16,0
Nexlev,FBA79687,B0DV9CY3XR,MGC-03,HPC,Electric Massagers,Hot & Cold Massage Gun,8.15,979.9131594758823,830.43,3999,2119.0,2087.14,1187.66,56.05,169.83,8.01,66,49,21,0
Nexlev,FBA79688,B0DV8TR64D,MM-01,HPC,Electric Massagers,Foldable Massage Mat,51.8,6145.047201599999,5365.67,19999,9999.0,10598.94,3108.06,31.08,-1162.21,-11.62,2,2,0,0
Nexlev,FBA79689,B0DVSZ2VVJ,CFM-02,HPC,Electric Massagers,Complete Leg Massager,26.5,3169.762874660118,2844.24,11999,5999.0,6358.94,2869.09,47.83,226.88,3.78,2,0,10,0
Nexlev,FBA79692,B0DVC58QPZ,AP-03,Home & Kitchen,Air Purifier,NexLev Air Purifier Mini,17.0,2004.3549508608,1698.61,7999,4199.0,4874.94,1859.87,44.29,177.84,4.24,653,546,175,0
Nexlev,FBA79693,B0DVC91Q7J,TM-05,HPC,Trimmers & Body Groomers,Vacuum Trimmer,9.0,1176.51339765847,997.05,3499,3499.0,2648.94,1968.21,56.25,398.97,11.4,47,41,1,0
Nexlev,FBA79707,B0FJ1ZB4G9,ETC-08-BL,HPC,Oral Care,Electric Toothbrush - Type C- Blue,3.09,404.5080908795294,342.8,1499,799.0,783.34,334.32,41.84,-74.68,-9.35,1095,1064,103,20
Nexlev,FBA79809,B0FJ8SFNRH,KE-03,Home & Kitchen,Kitchen Appliances,NexLev Grand SS 1.8L Electric Kettle,0.0,324.5,40.91,1499,749.0,645.54,593.84,79.28,166.44,22.22,1342,1262,92,0
Nexlev,FBA79810,B0FS7T8151,MF-01,Home & Kitchen,Kitchen Appliances,NexLev Delite Milk Frother,1.98,260.705247354,220.94,999,599.0,528.94,286.69,47.86,-32.8,-5.48,1797,1711,26,0
Nexlev,FBA79811,B0FSF1N457,MC-01,Home & Kitchen,Kitchen Appliances,NexLev ChopLite Electric Mini Chopper,2.28,299.8877864558823,254.14,1199,599.0,560.74,253.48,42.32,-38.2,-6.38,948,773,86,0
