kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_prev
removed,117235523139996,487806619119111,282622591231949,*,row_existed,,"{'adGroupId': '282622591231949', 'bid': 3.82, 'campaignId': '487806619119111', 'keywordId': '117235523139996', 'keywordText': 'face hair remover for women', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,14167036000291,388236848719665,504118130244365,*,row_existed,,"{'adGroupId': '504118130244365', 'campaignId': '388236848719665', 'keywordId': '14167036000291', 'keywordText': 'audio array mice for youtube', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,237251995371938,506261444230904,298365129400272,*,row_existed,,"{'adGroupId': '298365129400272', 'bid': 5.54, 'campaignId': '506261444230904', 'keywordId': '237251995371938', 'keywordText': 'cloud microphonesmic activator', 'matchType': 'BROAD', 'state': 'ENABLED'}"
removed,263589011633992,248971787908129,184580105049185,*,row_existed,,"{'adGroupId': '184580105049185', 'bid': 5.5, 'campaignId': '248971787908129', 'keywordId': '263589011633992', 'keywordText': 'digitek wireless microphone', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,18854269948076,330406304688821,502472414409615,*,row_existed,,"{'adGroupId': '502472414409615', 'bid': 7.45, 'campaignId': '330406304688821', 'keywordId': '18854269948076', 'keywordText': 'hair dryer foldable', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,189168720964254,236313977941324,285594152796664,*,row_existed,,"{'adGroupId': '285594152796664', 'bid': 5.0, 'campaignId': '236313977941324', 'keywordId': '189168720964254', 'keywordText': 'wireless mic for youtubers', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,17492382857165,73809434919832,393724947092437,*,row_existed,,"{'adGroupId': '393724947092437', 'bid': 5.0, 'campaignId': '73809434919832', 'keywordId': '17492382857165', 'keywordText': 'mike with speaker', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,162430680379436,338779249991076,376309993777357,*,row_existed,,"{'adGroupId': '376309993777357', 'bid': 6.06, 'campaignId': '338779249991076', 'keywordId': '162430680379436', 'keywordText': 'wireless microphone for camera', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,24598208888089,439692108042977,337763106435316,*,row_existed,,"{'adGroupId': '337763106435316', 'campaignId': '439692108042977', 'keywordId': '24598208888089', 'keywordText': 'youshares pop filter', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,238111425221296,460986942085111,318986220320454,*,row_existed,,"{'adGroupId': '318986220320454', 'bid': 8.03, 'campaignId': '460986942085111', 'keywordId': '238111425221296', 'keywordText': 'menstrual pain relief device', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,272626148289555,85700096938270,8154314568270,*,row_existed,,"{'adGroupId': '8154314568270', 'bid': 8.05, 'campaignId': '85700096938270', 'keywordId': '272626148289555', 'keywordText': 'karaoke speaker with mic system', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,12581712558909,333349692649085,495126019141002,*,row_existed,,"{'adGroupId': '495126019141002', 'bid': 9.23, 'campaignId': '333349692649085', 'keywordId': '12581712558909', 'keywordText': 'die hard microphone kit set', 'matchType': 'BROAD', 'state': 'ENABLED'}"
removed,127488370014239,558219968251647,282016743341358,*,row_existed,,"{'adGroupId': '282016743341358', 'bid': 3.75, 'campaignId': '558219968251647', 'keywordId': '127488370014239', 'keywordText': 'meiyya isolation shield', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,153846037814312,490544176593952,346120344649529,*,row_existed,,"{'adGroupId': '346120344649529', 'bid': 2.82, 'campaignId': '490544176593952', 'keywordId': '153846037814312', 'keywordText': 'dynamic mic podcast', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,10884765520594,303690935370175,287264062356972,*,row_existed,,"{'adGroupId': '287264062356972', 'bid': 1.12, 'campaignId': '303690935370175', 'keywordId': '10884765520594', 'keywordText': 'audio array microphone', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,114292578769811,169653165519159,198636147365111,*,row_existed,,"{'adGroupId': '198636147365111', 'campaignId': '169653165519159', 'keywordId': '114292578769811', 'keywordText': 'usb microphone', 'matchType': 'BROAD', 'state': 'ENABLED'}"
removed,85382538349570,529303857554828,460594998018453,*,row_existed,,"{'adGroupId': '460594998018453', 'bid': 15.99, 'campaignId': '529303857554828', 'keywordId': '85382538349570', 'keywordText': 'mike for kids wireless', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,114160897989976,163508242832787,29807175255783,*,row_existed,,"{'adGroupId': '29807175255783', 'bid': 16.0, 'campaignId': '163508242832787', 'keywordId': '114160897989976', 'keywordText': '+open +back +headphones', 'matchType': 'BROAD', 'state': 'ENABLED'}"
removed,36692931933334,163941082534793,300485395906669,*,row_existed,,"{'adGroupId': '300485395906669', 'bid': 7.19, 'campaignId': '163941082534793', 'keywordId': '36692931933334', 'keywordText': 'mic rode', 'matchType': 'PHRASE', 'state': 'PAUSED'}"
removed,81059654306406,225668819222991,144187634184474,*,row_existed,,"{'adGroupId': '144187634184474', 'bid': 5.0, 'campaignId': '225668819222991', 'keywordId': '81059654306406', 'keywordText': 'boya by m1 mic', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,273733778958989,378648888369349,293122771699150,*,row_existed,,"{'adGroupId': '293122771699150', 'bid': 17.81, 'campaignId': '378648888369349', 'keywordId': '273733778958989', 'keywordText': 'scalp massager hair growth', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,88605423110939,352826224562969,318622838530009,*,row_existed,,"{'adGroupId': '318622838530009', 'bid': 3.86, 'campaignId': '352826224562969', 'keywordId': '88605423110939', 'keywordText': 'cooking video stand', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,187765209649817,539545201504149,379304718616296,*,row_existed,,"{'adGroupId': '379304718616296', 'bid': 1.0, 'campaignId': '539545201504149', 'keywordId': '187765209649817', 'keywordText': 'condenser mic for phone', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,132346826668712,533988809910282,354717684622206,*,row_existed,,"{'adGroupId': '354717684622206', 'bid': 2.22, 'campaignId': '533988809910282', 'keywordId': '132346826668712', 'keywordText': 'mic stand with shock mount', 'matchType': 'PHRASE', 'state': 'PAUSED'}"
removed,266049915572679,131417567125665,526585049704973,*,row_existed,,"{'adGroupId': '526585049704973', 'bid': 9.0, 'campaignId': '131417567125665', 'keywordId': '266049915572679', 'keywordText': 'mic and speaker for classroom', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,128324452084097,338217609369694,289703798984253,*,row_existed,,"{'adGroupId': '289703798984253', 'bid': 2.04, 'campaignId': '338217609369694', 'keywordId': '128324452084097', 'keywordText': 'noise cancellation mic', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,13718716420704,360046412664085,520268467629961,*,row_existed,,"{'adGroupId': '520268467629961', 'bid': 15.99, 'campaignId': '360046412664085', 'keywordId': '13718716420704', 'keywordText': 'usb speaker with mic for laptop meeting', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,30666043386363,317462451018627,351889600813998,*,row_existed,,"{'adGroupId': '351889600813998', 'bid': 15.99, 'campaignId': '317462451018627', 'keywordId': '30666043386363', 'keywordText': 'xlr condenser microphone for singing', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,76153753391930,552048063227403,301125091570634,*,row_existed,,"{'adGroupId': '301125091570634', 'bid': 2.93, 'campaignId': '552048063227403', 'keywordId': '76153753391930', 'keywordText': 'best condenser microphone for singing', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,245131145150547,491570927761479,373620806457775,*,row_existed,,"{'adGroupId': '373620806457775', 'bid': 2.13, 'campaignId': '491570927761479', 'keywordId': '245131145150547', 'keywordText': 'usb condenser microphone', 'matchType': 'BROAD', 'state': 'ENABLED'}"
removed,142471126920107,340707627470357,531741099436020,*,row_existed,,"{'adGroupId': '531741099436020', 'bid': 4.2, 'campaignId': '340707627470357', 'keywordId': '142471126920107', 'keywordText': 'large diaphragm condenser microphone', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,63750327531799,464795960394008,389324838347187,*,row_existed,,"{'adGroupId': '389324838347187', 'bid': 6.58, 'campaignId': '464795960394008', 'keywordId': '63750327531799', 'keywordText': 'electric scalp massager', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,40554824304789,472443087313549,355098415064419,*,row_existed,,"{'adGroupId': '355098415064419', 'bid': 10.07, 'campaignId': '472443087313549', 'keywordId': '40554824304789', 'keywordText': 'led massager face', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,51584856791025,206544671571201,538798012747027,*,row_existed,,"{'adGroupId': '538798012747027', 'bid': 2.52, 'campaignId': '206544671571201', 'keywordId': '51584856791025', 'keywordText': '60w speaker', 'matchType': 'PHRASE', 'state': 'PAUSED'}"
removed,47823482338823,163941082534793,300485395906669,*,row_existed,,"{'adGroupId': '300485395906669', 'bid': 5.0, 'campaignId': '163941082534793', 'keywordId': '47823482338823', 'keywordText': 'boya by m1', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,38456871494739,380540206888010,520121215353160,*,row_existed,,"{'adGroupId': '520121215353160', 'bid': 2.47, 'campaignId': '380540206888010', 'keywordId': '38456871494739', 'keywordText': 'condenser gaming mic', 'matchType': 'BROAD', 'state': 'PAUSED'}"
removed,262065866975149,541158460414520,396868641176471,*,row_existed,,"{'adGroupId': '396868641176471', 'bid': 4.85, 'campaignId': '541158460414520', 'keywordId': '262065866975149', 'keywordText': 'audio technica at2020 boom arm', 'matchType': 'PHRASE', 'state': 'PAUSED'}"
removed,146135782445727,131417567125665,526585049704973,*,row_existed,,"{'adGroupId': '526585049704973', 'bid': 3.92, 'campaignId': '131417567125665', 'keywordId': '146135782445727', 'keywordText': 'microphone with speaker', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,10994050514495,328378831931334,443127493024917,*,row_existed,,"{'adGroupId': '443127493024917', 'bid': 8.47, 'campaignId': '328378831931334', 'keywordId': '10994050514495', 'keywordText': 'condenser mic', 'matchType': 'BROAD', 'state': 'ENABLED'}"
removed,118145462405072,507204657793156,488011059467522,*,row_existed,,"{'adGroupId': '488011059467522', 'bid': 1.84, 'campaignId': '507204657793156', 'keywordId': '118145462405072', 'keywordText': 'youtube mic', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,49125827432364,438832834700761,352869495747675,*,row_existed,,"{'adGroupId': '352869495747675', 'bid': 7.38, 'campaignId': '438832834700761', 'keywordId': '49125827432364', 'keywordText': 'audio array microphone', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,92613168703882,290662743107506,536834941277820,*,row_existed,,"{'adGroupId': '536834941277820', 'bid': 1.31, 'campaignId': '290662743107506', 'keywordId': '92613168703882', 'keywordText': 'dynamic mic', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,176859961485543,340707627470357,531741099436020,*,row_existed,,"{'adGroupId': '531741099436020', 'bid': 15.99, 'campaignId': '340707627470357', 'keywordId': '176859961485543', 'keywordText': 'mice for youtube', 'matchType': 'BROAD', 'state': 'PAUSED'}"
removed,139864672239886,348590886055410,504740369644039,*,row_existed,,"{'adGroupId': '504740369644039', 'bid': 15.99, 'campaignId': '348590886055410', 'keywordId': '139864672239886', 'keywordText': 'dji wireless mic 3', 'matchType': 'PHRASE', 'state': 'PAUSED'}"
removed,26471400447631,400884454145250,390746657385928,*,row_existed,,"{'adGroupId': '390746657385928', 'bid': 4.12, 'campaignId': '400884454145250', 'keywordId': '26471400447631', 'keywordText': 'fifine rgb mics', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,12236504200093,236313977941324,285594152796664,*,row_existed,,"{'adGroupId': '285594152796664', 'bid': 5.0, 'campaignId': '236313977941324', 'keywordId': '12236504200093', 'keywordText': 'rode mic for youtube', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,142560619407936,552048063227403,301125091570634,*,row_existed,,"{'adGroupId': '301125091570634', 'bid': 6.44, 'campaignId': '552048063227403', 'keywordId': '142560619407936', 'keywordText': 'mic for pc', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,280927257901675,350478949898168,479273031122694,*,row_existed,,"{'adGroupId': '479273031122694', 'bid': 4.1, 'campaignId': '350478949898168', 'keywordId': '280927257901675', 'keywordText': 'best mic set for recording', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,185168353843126,529303857554828,460594998018453,*,row_existed,,"{'adGroupId': '460594998018453', 'bid': 2.49, 'campaignId': '529303857554828', 'keywordId': '185168353843126', 'keywordText': 'wireless transmitter and receiver', 'matchType': 'PHRASE', 'state': 'PAUSED'}"
removed,175578549359338,384024495801061,336879936762823,*,row_existed,,"{'adGroupId': '336879936762823', 'bid': 4.12, 'campaignId': '384024495801061', 'keywordId': '175578549359338', 'keywordText': 'usb condenser mic with stand', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,260184959533620,558219968251647,282016743341358,*,row_existed,,"{'adGroupId': '282016743341358', 'bid': 3.75, 'campaignId': '558219968251647', 'keywordId': '260184959533620', 'keywordText': 'souvenir isolation shield', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,127031829482340,489228562508004,442986493785603,*,row_existed,,"{'adGroupId': '442986493785603', 'bid': 18.71, 'campaignId': '489228562508004', 'keywordId': '127031829482340', 'keywordText': 'fifine mic boom arm', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,54426977563591,290222648397005,295458626998633,*,row_existed,,"{'adGroupId': '295458626998633', 'bid': 8.33, 'campaignId': '290222648397005', 'keywordId': '54426977563591', 'keywordText': 'mick', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,120562310529509,303664432816417,283916619654202,*,row_existed,,"{'adGroupId': '283916619654202', 'bid': 19.99, 'campaignId': '303664432816417', 'keywordId': '120562310529509', 'keywordText': 'usb audio interface loop back', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,259039651034826,415710355546754,448557035217584,*,row_existed,,"{'adGroupId': '448557035217584', 'bid': 8.12, 'campaignId': '415710355546754', 'keywordId': '259039651034826', 'keywordText': 'adium boom arm premium', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,26423313821662,48719241450319,513073209889780,*,row_existed,,"{'adGroupId': '513073209889780', 'bid': 5.0, 'campaignId': '48719241450319', 'keywordId': '26423313821662', 'keywordText': 'grenaro', 'matchType': 'BROAD', 'state': 'ENABLED'}"
removed,221112702567179,180519653562474,369253451049592,*,row_existed,,"{'adGroupId': '369253451049592', 'bid': 15.99, 'campaignId': '180519653562474', 'keywordId': '221112702567179', 'keywordText': 'moana mic', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,210539942371824,531755755305397,300839968230070,*,row_existed,,"{'adGroupId': '300839968230070', 'campaignId': '531755755305397', 'keywordId': '210539942371824', 'keywordText': 'recording studio equipments full set', 'matchType': 'BROAD', 'state': 'ENABLED'}"
removed,30042941232314,552048063227403,301125091570634,*,row_existed,,"{'adGroupId': '301125091570634', 'bid': 2.86, 'campaignId': '552048063227403', 'keywordId': '30042941232314', 'keywordText': 'blue yeti microphone', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,171716633454299,365616655569604,504689930167379,*,row_existed,,"{'adGroupId': '504689930167379', 'bid': 1.0, 'campaignId': '365616655569604', 'keywordId': '171716633454299', 'keywordText': 'mike for video recording', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,164322863295520,297868143937180,541266554747548,*,row_existed,,"{'adGroupId': '541266554747548', 'bid': 3.12, 'campaignId': '297868143937180', 'keywordId': '164322863295520', 'keywordText': 'shotgun microphone for mobile', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,198067593159551,410822307165866,392666338259344,*,row_existed,,"{'adGroupId': '392666338259344', 'bid': 15.99, 'campaignId': '410822307165866', 'keywordId': '198067593159551', 'keywordText': 'audio array boom arm mic stand', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,248842204407181,236313977941324,285594152796664,*,row_existed,,"{'adGroupId': '285594152796664', 'bid': 5.0, 'campaignId': '236313977941324', 'keywordId': '248842204407181', 'keywordText': 'rode', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,178895063970455,415710355546754,448557035217584,*,row_existed,,"{'adGroupId': '448557035217584', 'bid': 8.12, 'campaignId': '415710355546754', 'keywordId': '178895063970455', 'keywordText': 'fifine premium boom arm for mic', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,186201091920089,462782871537812,556028249797120,*,row_existed,,"{'adGroupId': '556028249797120', 'bid': 4.18, 'campaignId': '462782871537812', 'keywordId': '186201091920089', 'keywordText': 'am w10 mike', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,206183567834461,522716383669931,301983436101315,*,row_existed,,"{'adGroupId': '301983436101315', 'bid': 19.86, 'campaignId': '522716383669931', 'keywordId': '206183567834461', 'keywordText': 'vaccummaster wireless for home wet and dry', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,183933255640954,236313977941324,174738778733493,*,row_existed,,"{'adGroupId': '174738778733493', 'bid': 4.75, 'campaignId': '236313977941324', 'keywordId': '183933255640954', 'keywordText': 'meeting mic', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
removed,82118046912615,558219968251647,282016743341358,*,row_existed,,"{'adGroupId': '282016743341358', 'bid': 3.75, 'campaignId': '558219968251647', 'keywordId': '82118046912615', 'keywordText': 'sound shield', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,163888694592771,73809434919832,393724947092437,*,row_existed,,"{'adGroupId': '393724947092437', 'bid': 5.0, 'campaignId': '73809434919832', 'keywordId': '163888694592771', 'keywordText': 'microphone for youtubers', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,181219983414749,502889673473100,506434094708040,*,row_existed,,"{'adGroupId': '506434094708040', 'bid': 2.64, 'campaignId': '502889673473100', 'keywordId': '181219983414749', 'keywordText': 'boom arm for microphone', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,129463790253209,460710527849476,469201031726876,*,row_existed,,"{'adGroupId': '469201031726876', 'bid': 2.13, 'campaignId': '460710527849476', 'keywordId': '129463790253209', 'keywordText': 'audio array am-c39 xlr to 3.5mm condenser microphone kit', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,67547770118283,338779249991076,376309993777357,*,row_existed,,"{'adGroupId': '376309993777357', 'bid': 3.45, 'campaignId': '338779249991076', 'keywordId': '67547770118283', 'keywordText': 'omnidirectional microphone lavalier wireless', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,45997588896176,357089910007318,544772140101309,*,row_existed,,"{'adGroupId': '544772140101309', 'bid': 2.06, 'campaignId': '357089910007318', 'keywordId': '45997588896176', 'keywordText': 'mic stand boom arm', 'matchType': 'EXACT', 'state': 'ENABLED'}"
removed,150592801807719,409389819394354,469279759371545,*,row_existed,,"{'adGroupId': '469279759371545', 'bid': 8.72, 'campaignId': '409389819394354', 'keywordId': '150592801807719', 'keywordText': 'pyle sound mixer', 'matchType': 'BROAD', 'state': 'ENABLED'}"
removed,162673490111400,338779249991076,376309993777357,*,row_existed,,"{'adGroupId': '376309993777357', 'bid': 2.47, 'campaignId': '338779249991076', 'keywordId': '162673490111400', 'keywordText': 'microphone wireless for singing', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,254201641206554,507813641525602,382623315964921,*,row_existed,,"{'adGroupId': '382623315964921', 'bid': 2.08, 'campaignId': '507813641525602', 'keywordId': '254201641206554', 'keywordText': 'mike for youtube channel', 'matchType': 'PHRASE', 'state': 'PAUSED'}"
removed,106946479538491,225668819222991,144187634184474,*,row_existed,,"{'adGroupId': '144187634184474', 'bid': 2.44, 'campaignId': '225668819222991', 'keywordId': '106946479538491', 'keywordText': 'wireless mic for youtubers', 'matchType': 'EXACT', 'state': 'PAUSED'}"
removed,211126897169417,287099497187748,301058411343679,*,row_existed,,"{'adGroupId': '301058411343679', 'campaignId': '287099497187748', 'keywordId': '211126897169417', 'keywordText': 'grenaro wireless handheld microphone', 'matchType': 'PHRASE', 'state': 'ENABLED'}"
